Lasso,Regforest,SVR,Regforest 10k,Standardized Lasso,Standardized Regforest,Standardized SVR,Standardized Regforest 10k
0.02283848924853697,0.012465642246810259,0.017067279984545457,0.022522720814327175,0.011784415708187486,0.013722070165791463,0.02924956986756945,0.026387292156606554
0.014834844169981262,0.011831822488732439,0.01362260254116017,0.014708455571443867,0.021236199748152877,0.012139561670311771,0.022716029050443374,0.015376870333719077
0.022178867660550813,0.011167447773259408,0.03083868890183447,0.020198246056226544,0.011916825228162358,0.01150576554932941,0.013409793033323378,0.014005355782143257
0.020661484435315902,0.01118816066924279,0.023465826393897354,0.012971987641213129,0.017735343885702477,0.011177285616727168,0.01285375355992813,0.012446750599334602
0.01341117122183187,0.011390377762593107,0.011027539942954408,0.011432913255411056,0.014150758499702801,0.012100475371177316,0.01157979664346899,0.011985938414632476
0.03844527830336827,0.012721406585627516,0.03807598103548969,0.0194263450429916,0.016453016949238227,0.013568070165440985,0.02166219368828178,0.02233060552631152
0.015747597544112105,0.012025031010647561,0.018693500527857683,0.016038206547611542,0.01371502029694448,0.011690572449173256,0.014778484239918177,0.015054622690522716
0.01623746732050957,0.00940278674624662,0.018175092810267714,0.013557563650247576,0.011239016829745142,0.010322058108303604,0.018669111831704187,0.011875239711158002
0.014968365528099603,0.010986957539105849,0.01806937130602197,0.013967262843355907,0.015602583560329066,0.011478057514317087,0.01982380392484257,0.0132731135043598
0.014440537531279503,0.01253247502583536,0.01769170613475187,0.012746312618127194,0.013389634079766519,0.013172325316980446,0.018840968122437553,0.02317592853576894
0.011226351040946539,0.010322420091309813,0.010959917346944499,0.0192560656696111,0.011183563368365828,0.010889737543050821,0.016282503893747406,0.0127796058825254
0.018405175283190436,0.012232958439019167,0.025918130134232976,0.016055287021834168,0.012557433343966556,0.012620605768450314,0.016787978430473038,0.026650672076720765
0.012897324895479534,0.00884048324957544,0.01655218085303541,0.01059953549906287,0.01057697152414497,0.009418637946835954,0.011416672346440195,0.010763334818574
0.01658366994705674,0.010799404003002729,0.016039022742348807,0.013429647034175655,0.014189265768837667,0.011906398030155124,0.015780451166629877,0.013277198494557687
0.012968118943141264,0.012260800141483825,0.015406458648924273,0.02338357372781412,0.013726934117408305,0.013214908821737054,0.022311103079834915,0.014311181379732545
0.01684802958916654,0.008788948325720327,0.015691217601313534,0.012732567440799945,0.012270982539661045,0.009580692012423817,0.01312909798087482,0.010881586796552965
0.014249720264054237,0.009959766733647287,0.01728269555410847,0.013700521737982937,0.010121708240489417,0.010588239239737535,0.011356945579915921,0.013302762019052882
0.010893239051006944,0.012163700425075717,0.011850940758082244,0.021887628540819996,0.01194215395393568,0.010692907627282776,0.011228842143997152,0.014140988691551556
0.013619836591890425,0.011997382909843458,0.011354105812749728,0.015265877491281731,0.015371359597143417,0.011743633138451014,0.02715445316258873,0.017113371098192016
0.01273600595427795,0.0075669659074651206,0.012742701822944541,0.009723840886461848,0.008726696705215411,0.008422920270122205,0.01146399649666785,0.00894807849988449
0.022984938188136253,0.016750474669207236,0.029255641769611894,0.01934734721059889,0.020647859230351284,0.01704270662897585,0.03125301125450237,0.02570779080799365
0.014149489657164345,0.010653108804245363,0.01224227641527854,0.020355541305129177,0.012196587646043786,0.010579639862744367,0.014198888649244807,0.017658962026456806
0.014424780494952508,0.011234685087116576,0.01622624031801681,0.015876497891672104,0.0163931541748949,0.011524383200163418,0.015063218053568939,0.014851419824808627
0.017432806135991182,0.013229176637030163,0.019994845284615828,0.014876298880694224,0.017436629569781942,0.012030805497406934,0.02289494130781696,0.012810258423974593
0.013488611123527186,0.011308529296522648,0.015916332585266944,0.013297246069407553,0.012443961424688406,0.01134866463419454,0.014626292126107202,0.01225337819988613
0.01627810611753336,0.01434307636016965,0.02100457204160522,0.017647990000473658,0.012797310849912093,0.01432240362486328,0.013589149007041564,0.017430475498610543
0.024492751728820133,0.008335189799721615,0.037280328709609234,0.011580952242571862,0.012004353652723013,0.00812588496140227,0.011227663189664165,0.01132826061136919
0.013401359765825934,0.007899475600934291,0.013206066921246826,0.01387631152130118,0.009130206488915368,0.008213963570421314,0.019817369300283803,0.009119689343980423
0.01977893402536119,0.010454507567660667,0.021015610130401333,0.012885887329641153,0.014716162787544392,0.011021496069959759,0.02198981875207789,0.011436882415549642
0.012924761432737044,0.008968832631214459,0.014109984254614585,0.009938074401482411,0.012365052108384539,0.010173858281220392,0.011360755596577001,0.01014881696606092
0.02221898964421567,0.011187524007736153,0.023485157014120593,0.021813830548416104,0.015638085274578724,0.011608575093093768,0.0373132644721358,0.020671351907760805
0.00943930725719778,0.009582350745868464,0.010377507883030754,0.009793823699896455,0.011119085512583312,0.010267618306529728,0.01104414624235607,0.010952373719462123
0.011022621164835461,0.008876788292421403,0.011486917577276002,0.00909246328826286,0.010891256027627708,0.009108171053566743,0.01099839215527924,0.00941495968385441
0.012609133029716236,0.009094081322416037,0.011482329170683658,0.012284249566101132,0.011967540535458399,0.008280311594699715,0.03364878583237329,0.018603321685258876
0.0245984783511836,0.012517069950755806,0.03318335477294647,0.015284266915669885,0.022166589069716188,0.012213129596452236,0.01738639203999564,0.015470908155547124
0.021828683184682764,0.02324875347019026,0.024542390052217377,0.029032032514243272,0.0161156085896774,0.015584090746694338,0.03437521392385584,0.025401520690258143
0.009342407051396197,0.008195505707379765,0.012313964017789673,0.012658804780893245,0.008310530971260315,0.0087030847307664,0.013605647616103276,0.009649494117858155
0.013009402641101665,0.014698214773611072,0.014766121952969096,0.013890830629034378,0.01180712843500339,0.017528554948962546,0.013007655247997577,0.016596998125847747
0.026682309902579904,0.011897733691177642,0.0359264213066312,0.02982470755935911,0.022423427996578208,0.011542434368376382,0.02492006933203133,0.020217663519616444
0.015403395668054256,0.011772315220405723,0.02512096984014103,0.021907528489318925,0.024502826543956194,0.011803706389402152,0.02855197934279248,0.012679437231547765
0.024728662927995398,0.011606593533477053,0.022387028650156023,0.012990089092580703,0.01933656511919768,0.012666250292403506,0.018321745791633072,0.013350211850666581
0.03587252987337935,0.010381083526921622,0.03960947604477749,0.022855259098685316,0.016422411702105167,0.012606018997500044,0.018662396014465184,0.014848622653822554
0.023896791507779024,0.011217766769071437,0.0274439270320711,0.013145768024746268,0.020917232931173195,0.01192357292874072,0.021292040567511522,0.012690724236320665
0.016057436542448678,0.012589018586255779,0.017994594312275798,0.01899062243792876,0.015449089112924051,0.014309503629023557,0.016407095516889573,0.02123749611521838
0.015681974016385103,0.010837464750588752,0.023225334131138968,0.012241599763240622,0.014541052535998588,0.012060106796579123,0.013524338159262139,0.012441244004541108
0.017536171401941938,0.008935266862898871,0.01879172179991098,0.011352182611006126,0.013367102422071354,0.009804663143121737,0.011284458664948744,0.011639727940551365
0.015435529019700269,0.009493115834742324,0.0172260513370021,0.012545153404828448,0.012986984154864375,0.010871497748268365,0.015359958931871373,0.013760709026347486
0.01860213108588113,0.011089804087196769,0.028333974347441098,0.014327228384325279,0.01416049864599485,0.012319914997890414,0.015501417673290297,0.014934050930312763
0.013163839707553294,0.012440867300916782,0.014650531803650509,0.02089382194116385,0.011318004883746426,0.011183361185967581,0.017030903492234052,0.011281991243499469
0.020445250282413487,0.012642465998096349,0.0349252295728119,0.01452652575521864,0.019793063986241723,0.012107162074689707,0.0349654457566269,0.013578413251370713
0.021419755936612838,0.012302118841372873,0.020287182226273365,0.016055278616140624,0.019123526731365907,0.012311031832365444,0.027576857091307465,0.013869154118312653
0.015520237518754162,0.011973891958125132,0.022614004792302668,0.02027087022788495,0.015067343224290545,0.018163579670245338,0.014325455358734128,0.02149143989875009
0.0147238692350925,0.011900611974560103,0.02121610088506663,0.015568906738521519,0.013971476855959314,0.01192829926525946,0.015841354824414986,0.014426729524342263
0.02857267583261784,0.019257910077866328,0.03123054388851932,0.014548636162184101,0.018541067105787432,0.01982368712285738,0.027167708225418016,0.014923591533461887
0.018591075780333387,0.016087244679008572,0.01940187142017295,0.024333489638132113,0.016470716493870056,0.017249086317044915,0.020969413255863996,0.020056349680928825
0.01802472140170146,0.012439231869112076,0.017117690723887805,0.01534504322174544,0.015142139021056038,0.01243590120605487,0.01587584998735871,0.014847246851868636
0.010809583706332728,0.0074701981151141655,0.01195623618011033,0.00880749850164017,0.009994366770319249,0.0102060727326612,0.008321686313248866,0.009785530930484126
0.011399360597252996,0.009082415884414033,0.012985173795792442,0.01281393153991187,0.013334564450253451,0.009183777524545089,0.020318948961664342,0.011380329536015197
0.020402844013291194,0.012774240607921102,0.018791254547334317,0.015774374430220364,0.01808113785802728,0.012818698320086665,0.026873702500920624,0.0162047215742892
0.015349845033394226,0.01206145835346903,0.015006094768328183,0.014319342050606424,0.011932956372378867,0.013001345803499162,0.012657125836335227,0.015278220958316551
0.027495939755480453,0.018546664187533455,0.025362571991246603,0.030360016998241143,0.022716291821889764,0.015059718014483275,0.024883185879490396,0.02247500904073071
0.01658033400437591,0.01102956636882512,0.01474568998279985,0.014252602689883452,0.013365449394310471,0.01154680328690225,0.011291579796008989,0.013098385433516855
0.013753245073186912,0.009580023655362722,0.01597922084914861,0.018616193290288525,0.018409384924850218,0.010419426252423633,0.012727157888979466,0.012416253727665656
0.012023176571725039,0.009104882888432624,0.01487356681803172,0.0123675670006795,0.01260194780782722,0.009214061416045631,0.015535161603865037,0.01124016309753777
0.021558469597877956,0.011093158662076885,0.021896523761574856,0.01355594885587373,0.020559035099767392,0.011581307492030431,0.02358110186010027,0.012160465568922248
0.010165544367756197,0.018832055551503746,0.010643414828740864,0.01749937794941126,0.013120502909138344,0.010614533271447776,0.014896949486448704,0.011618596750225401
0.012167041730701558,0.009490653286982459,0.013813391438680192,0.012955019568375326,0.01131308000599983,0.010366290588143246,0.011689523809504686,0.013113818706060813
0.01476512981486984,0.015462370941310548,0.017684417270809112,0.01820072871898707,0.013193925155128221,0.015184145005844042,0.013508029927735558,0.01629611249723168
0.013350991903354889,0.008679930565179659,0.01446142284712304,0.012721003710585679,0.014348980619016509,0.009964429408312707,0.015595180881256245,0.016533632547153433
0.011137576675832091,0.009081276013901794,0.009150918834552687,0.01182771235634744,0.010543549245348933,0.010170269995106965,0.012522976558559194,0.013373680540440533
0.02418935043231063,0.013973286929259351,0.022826043211173663,0.01604369800195289,0.024309574672086342,0.0156447747969205,0.026732493787743766,0.01717561356588205
0.011366361458725986,0.008967907114496165,0.013679551545994258,0.010461155411233651,0.010310865085129624,0.008971219659691033,0.011273603455549105,0.010205253591036925
0.020344592704036244,0.011874082925567126,0.018127559102264115,0.020988118278656605,0.022277174072488835,0.01829463565291533,0.019293754425520053,0.024345758770022857
